67,R
127,L
186,R
260,R
337,R
406,R
522,R
570,R
636,R
718,R
781,R
829,R
933,L
1032,R
1139,R
1241,R
1374,R
1491,R
1608,R
1758,R
1867,R
1957,R
2039,L
2126,R
2184,R
