26,TL
43,TL
59,TL
64,TL
164,TL
173,TL
179,TL
302,TL
313,TL
329,TL
408,TL
421,TL
443,PR
573,TL
582,TL
597,TL
604,TR
611,TL
618,PR
710,TL
717,TL
725,TL
730,TL
733,TL
739,TL
743,PR
828,TL
840,TL
846,PL
947,TL
956,TL
970,TL
980,PL
1129,TL
1140,TL
1147,TL
1161,PR
1249,TL
1254,TL
1261,TL
1270,TL
1279,TL
1285,PR
1321,TL
1331,TR
1396,TL
1410,TL
1422,PR
1663,TL
1670,TL
1677,PL
1755,TL
1767,TL
1774,PL
1879,TL
1891,TL
